,Company Name,Job Description,Job Title,Location,Salary
10157,"

    Exponent
","
The Biomechanics, Vehicle Engineering, Human Factors, and Statistical and Data Sciences Practices comprise the Transportation Group within Exponents structure....","
Manager/Senior Manager
",Los Angeles,
10158,"

    AT&T
","
Data Analytics nano-degree; Strong Data Analytics capabilities:. Experience with data feeds from an outside source – XML, SOAP, asp.net....","
Professional-Data Analysis
",Los Angeles,
10160,"

    City Of Hope
","
This position will interact and collaborate with a team of scientists highly trained in translational research of cancer immunotherapy....","
Post-doctoral Fellow - Kwak Lab
",Los Angeles,
10161,"

    Clovity, Inc.
","
Experience with Big data technologies (Hadoop, Spark, etc.)Experience building data pipelines to transform structured, semi-structured and unstructured...","
Data Engineer (Azure & Machine Learning)
",Los Angeles,$80 a day
10163,"


    USC
","
The team’s focus is in the areas of, Geospatial Data and Technologies, Cloud services, E-learning, Live, Virtual, Constructive Simulations, UAS/Drones and game...","
Senior Graphics Programmer
",Los Angeles,
10165,"


    Wollborg Michelson Recruiting
","
Associate Scientist, Pharmacology. Processing of samples, data collection and analysis (+4 colors). When required present the data at project team meetings and...","
Associate Scientist
",Los Angeles,
10166,"


    Heal
","
As a Data Scientist at Heal, you will have the opportunity, working with the Data Science team and stakeholders, to take disparate data sets and create models...","
Data Scientist
",Los Angeles,
10167,"


    Thermo Fisher Scientific
","
The Scientist I, Manufacturing Sciences will perform Antibody Detection Preproduction processes. Assist with all aspects of receiving and quality control...","
Scientist I, Manufacturing Sciences
",Los Angeles,
10168,"

    Atara Biotherapeutics
","
Cell Therapy Assay Development Scientist IV. Demonstrated ability to maintain detailed lab execution records and perform data analysis....","
Development Associate II, Cell Therapy Assay Development
",Los Angeles,
10169,"

    Honk
","
A proven Data Scientist or Engineer with hands on practical experience; We are looking for a Data Scientist with an insatiable curiosity for the evolving way...","
Data Science - Marketplace Optimization & Forecast
",Los Angeles,
10170,"


    BuzzFeed
","
We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,...","
Strategic Planning Director (Los Angeles)
",Los Angeles,
10171,"


    Nelson & Associates
","
Our client is a leading Financial Management and Investment Banking Firm located in Los Angeles. They are looking to add to their growing team. *JOB SUMMARY: ","
Research Analyst - Private Equity
",Los Angeles,"$120,000 a year"
10172,"

    Retention Science
","
In addition you will gain exposure into the machine learning stack (Spark, Hadoop frameworks) that our data scientists have developed to predict and personalize...","
Senior Ruby on Rails Engineer
",Los Angeles,
10173,"


    The Medicines Company
","
As a Global Health Scientist you will; Experience presenting non-clinical and clinical data to health care providers....","
Director, Global Health Science - Infectious Disease
",Los Angeles,
10174,"


    Raytheon
","
Will be responsible for test and characterization of the board, data acquisition, FPGA programming, implementing associated bit true models, and ensuring the...","
Sr Digital Radar Electronics Engineer
",Los Angeles,
10175,"


    City Of Hope
","
The successful applicant will work under the guidance of a Staff Scientist. The applicant is required to perform experiments, collect and analyze data...","
Research Associate II - Molecular and Cellular Biology - Ita...
",Los Angeles,
10176,"


    The Aerospace Corporation
","
Time series data analysis; Mode survey test planning and independent data assessment; Our state-of-the-art laboratory facilities are staffed by some of the...","
Spacecraft Structural Dynamics Engineer
",Los Angeles,
10177,"


    Cedars-Sinai
","
Reporting to the Research Scientist and Director of Data Management Services for CALNOC, this position is responsible for managing department databases, and...","
Data Analyst Calnoc Research
",Los Angeles,
10178,"


    Midmark Corporation
","
Graphical data processing. Knowledge of data analysis tools such as MatLab. Algorithm development in the fields of image and signalr processing, machine...","
Scientist, Senior Imaging
",Los Angeles,
10179,"


    Kleinfelder
","
We are engineers, scientists, and construction professionals providing solutions that improve our clients’ transportation, water, energy, and other private...","
Construction Materials Testing Technician / Special Inspecto...
",Los Angeles,
10180,"


    BuzzFeed
","
We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,...","
Senior Finance Analyst
",Los Angeles,
10181,"


    DiaSorin
","
Staff Scientist OR Staff Scientist OR Sr. Produces and analyzes data for publication and presentation at scientific meetings....","
R&D Scientist I
",Los Angeles,
10183,"

    JENSEN HUGHES, Inc.
","
Through a rigorous research and development culture, JENSEN HUGHES delivers data driven, evidence based solutions that last....","
Sr. Forensics Engineer - nationwide
",Los Angeles,
10184,"


    Fullscreen
","
Ability to collaborate well with business executives, engineers, designers, strategists and data scientists Bonus Points....","
Product Manager (Fullscreen Direct)
",Los Angeles,
10185,"

    Lawrence J. Ellison Institute for Transformative M...
","
We are seeking a talented computational scientist who is skilled in statistical data analysis and has a strong interest cancer biology....","
Computational Staff Scientist (Statistician II)
",Los Angeles,
10187,"

    NJF Global Holdings
","
Experience with integration of data from multiple data sources. Experience with Big Data querying tools:....","
Big Data (HADOOP) Engineer
",Los Angeles,
10188,"


    Loot Crate
","
The Data Scientist will work with the data architect and company SMEs to take disparate data sets and create actionable data solutions....","
Data Scientist
",Los Angeles,
10190,"


    Jet Propulsion Laboratory
","
Will be a member of the Ground Data System Engineering (394D) Group and will report administratively to the Technical Group Supervisor....","
Software Systems Engineer V
",Los Angeles,
10191,"


    Covance
","
Performs peer review and QC review of data. Covance Food Solutions is looking to add a Associate Scientist to our Nutritional Chemistry group in Brea, CA....","
Analytical Chemist I- Food Science
",Los Angeles,
10192,"


    Raytheon
","
4+ years of school work or related experience developing original mathematical algorithms or quantitative analysis techniques · 4+ years of experience with...","
Senior Machine Learning Algorithm Developer Engineer
",Los Angeles,
10193,"

    Physicians Automated Laboratory, Inc.
","
Requires valid California Clinical Laboratory Scientist License; Verifies instrument functioning by checking and calibrating specific lab instruments and...","
Clinical Laboratory Scientist - Microbiology
",Los Angeles,
10194,"


    UCLA Health
","
Experience with data analysis, data management, and generating visual and written reports. Under the direction of the Director of Research Quality Operations,...","
Research Financial and Quality Analyst
",Los Angeles,
10195,"

    NeoHire South
","
You will report to the Lead Data Scientist, and work with people from many different departments. As a data you will join a highly motivated team working in a...","
Data Scientist
",Los Angeles,
10197,"


    Planet Pharma
","
Processing of samples, data collection and analysis (+4 colors). When required present the data at project team meetings and other forums....","
Associate Scientist, Pharmacology
",Los Angeles,
